"Name","Location","Year","Kilometers_Driven","Fuel_Type","Seats","Price","brand","Engine_CC","Power_bhp","New_Price2","Mileage_kmpl","Transauto1","Owner_Type2"
"Hyundai Xcent 1.1 CRDi Base","Mumbai",2016,100000,"Diesel",5,4.5,"Hyundai",1120,71,NA,24.4,0,1
"Volkswagen Vento 1.5 TDI Comfortline AT","Hyderabad",2014,75000,"Diesel",5,7.5,"Volkswagen",1498,103.2,NA,21.21,1,1
"Mercedes-Benz S-Class 280 AT","Kochi",2004,119859,"Petrol",5,7.1,"Mercedes-Benz",2987,210,NA,13,1,1
"Hyundai i10 Magna","Mumbai",2010,55980,"Petrol",5,2.25,"Hyundai",1197,78.9,NA,20.36,0,1
"Audi A4 35 TDI Technology Edition","Hyderabad",2015,30000,"Diesel",5,27,"Audi",1968,174.33,NA,17.11,1,1
"Hyundai i20 Sportz 1.4 CRDi","Pune",2012,49700,"Diesel",5,4.18,"Hyundai",1396,88.76,NA,21.9,0,2
"Hyundai Verna 1.4 EX","Chennai",2013,79000,"Diesel",5,6.5,"Hyundai",1396,88.7,NA,23.5,0,1
"Honda City 1.5 V MT","Delhi",2010,65100,"Petrol",5,3.15,"Honda",1497,118,NA,17,0,1
"Maruti Ertiga VDI","Pune",2016,54161,"Diesel",7,7.64,"Maruti",1248,88.5,11.27,25.47,0,1
"Maruti Alto LXi BSII","Hyderabad",2011,28619,"Petrol",5,2.4,"Maruti",796,46.3,NA,19.7,0,1
"Maruti Wagon R AMT VXI","Mumbai",2016,9000,"Petrol",5,4.25,"Maruti",998,67,NA,20.51,1,1
"Hyundai Verna 1.6 CRDi AT SX","Kochi",2016,42876,"Diesel",5,9.31,"Hyundai",1582,126.2,NA,19.08,1,1
"Maruti Alto LXi BSIII","Bangalore",2011,64000,"Petrol",5,2.39,"Maruti",796,46.3,NA,19.7,0,1
"Volkswagen Vento 1.6 Comfortline","Kochi",2018,20488,"Petrol",5,7.64,"Volkswagen",1598,103.5,11.48,16.09,0,2
"Maruti Baleno Zeta 1.2","Delhi",2016,21000,"Petrol",5,6.21,"Maruti",1197,83.1,NA,21.4,0,1
"Land Rover Freelander 2 TD4 SE","Jaipur",2012,119203,"Diesel",5,16.5,"Land",2179,115,NA,0,1,1
"Honda CR-V 2.0L 2WD AT","Kochi",2011,55987,"Petrol",5,8.22,"Honda",1997,153.86,NA,13.7,1,1
"Toyota Fortuner 2.8 2WD MT","Coimbatore",2017,72668,"Diesel",7,28.85,"Toyota",2755,174.5,37.17,14.24,0,1
"Honda City V AT","Mumbai",2015,32000,"Petrol",5,8.5,"Honda",1497,116.3,NA,15.6,1,1
"Mercedes-Benz SLK-Class 55 AMG","Bangalore",2014,3000,"Petrol",2,90,"Mercedes-Benz",5461,421,NA,12,1,2
"Honda City i-VTEC S","Mumbai",2015,10400,"Petrol",5,6.51,"Honda",1497,117.3,NA,17.4,0,1
"Maruti Swift VDI","Mumbai",2013,35000,"Diesel",5,4.65,"Maruti",1248,74,NA,22.9,0,1
"Toyota Corolla Altis 2008-2013 1.8 VL AT","Kochi",2013,55101,"Petrol",5,8.4,"Toyota",1794,138.1,NA,14.53,1,1
"Toyota Etios Cross 1.4L VD","Bangalore",2014,57464,"Diesel",5,5.75,"Toyota",1364,67.06,9.99,23.59,0,1
"Maruti Wagon R LX","Jaipur",2006,110000,"Petrol",5,1.11,"Maruti",998,67.1,NA,18.9,0,1
"Fiat Punto 1.2 Dynamic","Kochi",2017,17941,"Petrol",NA,3.93,"Fiat",NA,NA,NA,15.7,0,1
"Mercedes-Benz E-Class 2015-2017 E 200 CGI","Mumbai",2014,72000,"Petrol",5,17.25,"Mercedes-Benz",1991,184,NA,12,1,1
"Jaguar XF Aero Sport Edition","Delhi",2012,16000,"Diesel",5,32,"Jaguar",2179,187.7,NA,16.36,1,1
"Hyundai i20 Sportz Petrol","Kochi",2011,62020,"Petrol",5,3.45,"Hyundai",1197,80,NA,17,0,1
"Land Rover Freelander 2 SE","Pune",2014,85000,"Diesel",5,23,"Land",2179,147.51,NA,12.39,1,2
"Hyundai Elite i20 Petrol Sportz","Kochi",2018,14223,"Petrol",5,7.32,"Hyundai",1197,81.86,NA,18.6,0,1
"Honda Amaze S i-Vtech","Jaipur",2014,41210,"Petrol",5,4.4,"Honda",1198,86.7,NA,18,0,1
"Mercedes-Benz M-Class ML 350 4Matic","Bangalore",2015,20000,"Diesel",5,47.35,"Mercedes-Benz",2987,165,NA,0,1,1
"Maruti Alto 800 VXI","Coimbatore",2016,18043,"Petrol",5,4.12,"Maruti",796,47.3,NA,22.74,0,1
"Toyota Innova Crysta 2.8 ZX AT","Chennai",2016,80000,"Diesel",7,19.5,"Toyota",2755,171.5,26.95,11.36,1,1
"Hyundai Grand i10 AT Asta","Hyderabad",2016,21000,"Petrol",5,6.2,"Hyundai",1197,82,NA,18.9,1,1
"BMW X3 xDrive30d M Sport","Bangalore",2016,49000,"Diesel",5,45,"BMW",2993,258,NA,16.55,1,1
"Maruti 1000 AC","Hyderabad",1998,104000,"Petrol",5,0.85,"Maruti",970,NA,NA,15,0,2
"Hyundai i20 Magna","Chennai",2010,95000,"Petrol",5,2.8,"Hyundai",1197,80,NA,18.5,0,2
"Hyundai Grand i10 AT Asta","Pune",2015,32000,"Petrol",5,4.8,"Hyundai",1197,82,NA,18.9,1,1
"Hyundai Santro Xing XG","Pune",2003,80000,"Petrol",NA,0.9,"Hyundai",NA,NA,NA,17,0,2
"Ford Fiesta 1.5 TDCi Titanium","Hyderabad",2014,122800,"Diesel",5,5.65,"Ford",1498,89.75,NA,25.01,0,1
"Mercedes-Benz E-Class 220 CDI","Ahmedabad",2011,78000,"Diesel",5,14.5,"Mercedes-Benz",2148,NA,NA,15,0,2
"Maruti Swift Dzire VDI","Ahmedabad",2015,69000,"Diesel",5,5.9,"Maruti",1248,74,NA,26.59,0,1
"Toyota Etios VXD","Pune",2015,65000,"Diesel",5,5,"Toyota",1364,67.04,NA,23.59,0,2
"Hyundai Xcent 1.2 Kappa Base","Ahmedabad",2015,23000,"Petrol",5,4.9,"Hyundai",1197,82,NA,19.1,0,1
"Honda Civic 2006-2010 1.8 S MT","Ahmedabad",2009,70000,"Petrol",5,4.25,"Honda",1799,130,NA,13.5,0,1
"Toyota Innova 2.5 GX (Diesel) 8 Seater","Chennai",2014,250000,"Diesel",8,10.9,"Toyota",2494,100.6,NA,12.99,0,1
"Hyundai Accent GLE","Delhi",2012,56000,"Petrol",5,2.45,"Hyundai",1495,94,NA,13.2,0,1
"Maruti Alto 800 LXI","Pune",2013,30000,"Petrol",5,2.5,"Maruti",796,47.3,NA,22.74,0,1
"Mercedes-Benz SL-Class SL 500","Kolkata",2010,35000,"Petrol",2,29.5,"Mercedes-Benz",5461,387.3,NA,8.1,1,1
"Ford Ecosport 1.5 DV5 MT Titanium Optional","Jaipur",2013,92250,"Diesel",5,5.75,"Ford",1498,89.84,NA,22.7,0,2
"Hyundai Xcent 1.2 VTVT E","Pune",2018,40000,"Petrol",5,5,"Hyundai",1197,81.86,6.71,20.14,0,1
"Skoda Rapid 1.6 MPI AT Ambition Plus","Kochi",2014,96848,"Petrol",5,4.62,"Skoda",1598,103.6,NA,14.3,1,1
"Audi Q3 2012-2015 35 TDI Quattro Premium Plus","Delhi",2016,42000,"Diesel",5,23.5,"Audi",1968,174.33,NA,15.73,1,1
"Mahindra XUV500 W8 2WD","Kolkata",2013,55886,"Diesel",7,7.25,"Mahindra",2179,140,NA,16,0,1
"Hyundai Verna VTVT 1.6 SX Option","Kochi",2019,12336,"Petrol",5,11.88,"Hyundai",1591,121.3,13.6,17,0,1
"Hyundai Verna Xi (Petrol)","Chennai",2009,60000,"Petrol",5,2.25,"Hyundai",1599,103.2,NA,13.9,0,3
"Ford Ikon 1.6 CLXI","Pune",2003,83000,"Petrol",5,0.85,"Ford",1597,92,NA,14.2,0,2
"Nissan Micra Active XV","Pune",2018,24000,"Petrol",5,4,"Nissan",1198,67.04,6.99,19.69,0,1
"Honda Brio VX AT","Pune",2016,32198,"Petrol",5,5.1,"Honda",1198,86.8,NA,16.5,1,1
"Toyota Innova 2.5 GX (Diesel) 7 Seater","Hyderabad",2014,92247,"Diesel",7,12.5,"Toyota",2494,100.6,NA,12.99,0,1
"Volkswagen Vento 1.5 TDI Highline","Chennai",2011,121311,"Diesel",5,2.9,"Volkswagen",1498,108.5,14.32,20.64,0,1
"Mahindra XUV500 W10 AWD","Coimbatore",2016,66296,"Diesel",7,15.96,"Mahindra",2179,140,NA,16,0,1
"Hyundai Xcent 1.2 Kappa AT SX Option","Mumbai",2015,41000,"Petrol",5,5.45,"Hyundai",1197,82,NA,16.9,1,1
"Ford Endeavour 2.2 Trend MT 4X4","Kochi",2017,38681,"Diesel",7,23.86,"Ford",2198,157.7,NA,13.5,0,1
"Chevrolet Spark 1.0 LT","Kochi",2008,43761,"Petrol",5,1.75,"Chevrolet",995,62,NA,18,0,1
"Maruti Ertiga SHVS VDI","Hyderabad",2017,17400,"Diesel",7,9.75,"Maruti",1248,88.5,NA,24.52,0,1
"Honda Amaze S i-Dtech","Bangalore",2013,61510,"Diesel",5,4.75,"Honda",1498,98.6,NA,25.8,0,1
"Honda City i VTEC S","Delhi",2014,60000,"Petrol",5,6.25,"Honda",1497,117.3,NA,17.4,0,1
"Mini Cooper Countryman D","Bangalore",2014,35165,"Diesel",5,22,"Mini",1998,112,NA,23.8,1,2
"Toyota Corolla Altis 2008-2013 1.8 VL AT","Kochi",2016,41617,"Petrol",5,14.14,"Toyota",1794,138.1,NA,14.53,1,1
"Hyundai Santro Xing XL eRLX Euro III","Kolkata",2005,45000,"Petrol",5,0.95,"Hyundai",1086,NA,NA,17,0,1
"Skoda Superb Elegance 1.8 TSI AT","Delhi",2014,65000,"Petrol",5,11.95,"Skoda",1798,157.75,NA,13.7,1,1
"Maruti Wagon R LXI BS IV","Delhi",2011,68000,"Petrol",5,2.5,"Maruti",998,67.1,NA,18.9,0,1
"Hyundai i10 Era 1.1","Mumbai",2013,49000,"Petrol",5,2.75,"Hyundai",1086,68.05,NA,19.81,0,1
"Tata Tiago 1.2 Revotron XT Option","Coimbatore",2019,16698,"Petrol",5,5.85,"Tata",1199,84,6.21,23.84,0,1
"Maruti Baleno Zeta 1.2","Ahmedabad",2016,30965,"Petrol",5,6.25,"Maruti",1197,83.1,NA,21.4,0,1
"Volkswagen Vento 1.6 Highline","Mumbai",2014,56058,"Petrol",5,4.95,"Volkswagen",1598,103.2,NA,15.04,0,1
"Hyundai Grand i10 1.2 Kappa Sportz Option","Pune",2017,15356,"Petrol",5,4.75,"Hyundai",1197,81.86,NA,18.9,0,1
"Ford Figo Diesel EXI","Delhi",2013,54000,"Diesel",5,2.55,"Ford",1399,68.05,NA,20,0,1
"Honda Civic 2010-2013 1.8 V AT Sunroof","Pune",2011,47000,"Petrol",5,4.5,"Honda",1799,130.3,NA,13.9,1,2
"Maruti Alto 800 LXI","Kochi",2015,21652,"Petrol",5,3.01,"Maruti",796,47.3,NA,22.74,0,1
"Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic","Hyderabad",2016,52000,"Diesel",5,42,"Land",1999,177,74.49,15.68,1,1
"Audi A6 2.7 TDI","Kolkata",2010,35010,"Diesel",5,11.5,"Audi",2698,179.5,NA,12.4,1,1
"Mercedes-Benz E-Class 280 CDI","Hyderabad",2006,76662,"Diesel",5,10.99,"Mercedes-Benz",2987,198.5,NA,11,1,1
"Honda City 1.5 V AT Exclusive","Jaipur",2009,89000,"Petrol",5,3.71,"Honda",1497,118,NA,17,1,1
"Honda CR-V 2.4 4WD AT","Jaipur",2006,80000,"Petrol",5,2,"Honda",2354,152,NA,10.1,1,3
"Maruti Ciaz 1.3 Alpha","Kochi",2018,39023,"Diesel",5,9.48,"Maruti",1248,88.5,NA,28.09,0,1
"Maruti Wagon R LXI","Jaipur",2004,62000,"Petrol",5,1.25,"Maruti",998,67.1,NA,18.9,0,2
"Hyundai Creta 1.6 CRDi SX Option","Jaipur",2015,78046,"Diesel",5,10.9,"Hyundai",1582,126.2,NA,19.67,0,1
"Maruti Ciaz VDi Plus SHVS","Kolkata",2015,34400,"Diesel",5,5.5,"Maruti",1248,88.5,NA,28.09,0,1
"Hyundai EON D Lite Plus","Coimbatore",2016,64624,"Petrol",5,3.71,"Hyundai",814,55.2,NA,21.1,0,1
"Maruti Ertiga VXI","Mumbai",2014,69192,"Petrol",7,6.25,"Maruti",1373,93.7,NA,16.02,0,1
"Volkswagen Vento Diesel Highline","Chennai",2012,55000,"Diesel",5,4.9,"Volkswagen",1598,103.6,NA,20.54,0,1
"Honda City 1.5 GXI","Mumbai",2005,81000,"Petrol",5,1.1,"Honda",1493,100,NA,12.8,0,2
"Volkswagen Polo Petrol Trendline 1.2L","Kochi",2016,36733,"Petrol",5,4.72,"Volkswagen",1198,73.9,NA,16.47,0,1
"Maruti Alto 800 2016-2019 CNG LXI","Kochi",2017,24310,"CNG",4,3.7,"Maruti",796,40.3,NA,33.44,0,1
"Mercedes-Benz GLA Class 200 CDI","Mumbai",2016,43022,"Diesel",5,24.85,"Mercedes-Benz",2143,136,NA,17.9,1,1
"Hyundai Santa Fe 4X2","Jaipur",2013,74000,"Diesel",7,12.25,"Hyundai",2199,194.3,NA,14.66,0,1
"Maruti Swift VDI","Kolkata",2014,47000,"Diesel",5,3.9,"Maruti",1248,74,NA,22.9,0,1
"Hyundai Elite i20 Sportz Plus","Kochi",2017,37460,"Petrol",5,6.28,"Hyundai",1197,81.86,8.03,18.6,0,1
"Mahindra Xylo E8 BS IV","Mumbai",2011,130000,"Diesel",8,2.75,"Mahindra",2498,112,NA,14,0,1
"Hyundai Grand i10 Asta Option","Coimbatore",2017,31576,"Petrol",5,7.85,"Hyundai",1197,82,NA,18.9,0,1
"Volkswagen Vento Petrol Highline","Mumbai",2011,66000,"Petrol",5,2.95,"Volkswagen",1598,103.6,NA,15.04,0,1
"Honda Accord 2.4 A/T","Mumbai",2008,79000,"Petrol",5,4.85,"Honda",2354,177.6,NA,11.7,1,2
"Mercedes-Benz S-Class S 350 d","Bangalore",2011,47140,"Diesel",5,30,"Mercedes-Benz",2925,281.61,1.71,13.5,1,2
"Mercedes-Benz B Class B200 CDI","Bangalore",2016,36610,"Diesel",5,19.9,"Mercedes-Benz",2143,107.3,NA,15,1,1
"Hyundai Creta 1.6 SX Option Diesel","Bangalore",2016,93000,"Diesel",5,10.8,"Hyundai",1582,126.2,19.18,20.5,0,1
"Maruti Alto LXI","Hyderabad",2007,52195,"Petrol",5,1.75,"Maruti",796,46.3,NA,19.7,0,1
"Audi A3 35 TDI Premium","Mumbai",2016,20003,"Diesel",5,19.25,"Audi",1968,143,NA,20.38,1,1
"Renault Duster 85PS Diesel RxL","Delhi",2013,66314,"Diesel",5,5.5,"Renault",1461,83.8,NA,19.87,0,1
"Ford Fiesta 1.4 ZXi TDCi ABS","Chennai",2009,76000,"Diesel",5,2.75,"Ford",1399,68,NA,17.8,0,1
"Hyundai Creta 1.6 SX Plus Diesel","Bangalore",2015,29000,"Diesel",5,13,"Hyundai",1582,126.2,NA,19.67,0,1
"Ford Figo Diesel ZXI","Mumbai",2011,30000,"Diesel",5,3.2,"Ford",1399,68,NA,20,0,1
"Volkswagen Polo Petrol Highline 1.6L","Coimbatore",2013,56526,"Petrol",5,5.84,"Volkswagen",1598,103.5,NA,15.26,0,1
"Volvo V40 D3 R Design","Hyderabad",2015,38000,"Diesel",5,24,"Volvo",1969,150,37.9,16.8,1,2
"Hyundai Verna SX CRDi AT","Chennai",2012,41000,"Diesel",5,6.25,"Hyundai",1582,126.32,NA,19.08,1,1
"BMW 7 Series 2007-2012 730Ld","Hyderabad",2009,53000,"Diesel",5,36,"BMW",2993,258,NA,14.49,1,1
"Mitsubishi Lancer GLXD","Chennai",2003,125000,"Diesel",5,3,"Mitsubishi",1998,68,NA,14.8,0,3
"Toyota Fortuner 3.0 Diesel","Chennai",2010,242000,"Diesel",7,11,"Toyota",2982,171,NA,11.5,0,1
"Maruti Ciaz VDi Plus","Chennai",2015,90000,"Diesel",5,6.5,"Maruti",1248,88.5,NA,26.21,0,1
"Maruti Vitara Brezza VDi Option","Hyderabad",2018,11000,"Diesel",5,9.4,"Maruti",1248,88.5,NA,24.3,0,1
"BMW 3 Series Luxury Line","Kochi",2018,21936,"Diesel",5,37.92,"BMW",1995,190,58.67,21.76,1,1
"Volkswagen Vento Petrol Highline AT","Pune",2013,41000,"Petrol",5,5.25,"Volkswagen",1598,103.6,NA,14.4,1,1
"Hyundai i20 1.2 Asta","Chennai",2011,47000,"Petrol",5,4.5,"Hyundai",1197,80,NA,17,0,1
"BMW X5 3.0d","Chennai",2009,110000,"Diesel",5,18,"BMW",2993,235,NA,11,1,1
"Hyundai Xcent 1.2 Kappa S","Coimbatore",2015,45960,"Petrol",5,5.56,"Hyundai",1197,82,NA,19.1,0,1
"Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency","Bangalore",2013,48000,"Diesel",5,22,"Mercedes-Benz",2143,203,NA,14.21,1,1
"Land Rover Freelander 2 SE","Hyderabad",2011,68000,"Diesel",5,22,"Land",2179,147.51,NA,12.39,1,1
"Hyundai i10 Magna","Mumbai",2011,41000,"Petrol",5,2.65,"Hyundai",1197,78.9,NA,20.36,0,1
"Hyundai Verna 1.6 SX CRDi (O)","Jaipur",2013,69573,"Diesel",5,5.85,"Hyundai",1582,126.32,NA,22.32,0,2
"Volkswagen Jetta 2012-2014 2.0L TDI Highline","Chennai",2012,115000,"Diesel",5,6.95,"Volkswagen",1968,138.1,NA,19.33,0,1
"Mahindra XUV500 W8 2WD","Kolkata",2012,47629,"Diesel",7,6.5,"Mahindra",2179,140,NA,15.1,0,1
"Maruti Omni 8 Seater BSII","Jaipur",2004,66624,"Petrol",8,0.85,"Maruti",796,35,NA,19.7,0,3
"Skoda Superb Style 1.8 TSI AT","Delhi",2013,80000,"Petrol",5,7.25,"Skoda",1798,177.46,32.54,14.67,1,2
"Maruti Swift VDI","Pune",2012,94868,"Diesel",5,4.5,"Maruti",1248,74,NA,22.9,0,1
"Mahindra Scorpio 2.6 LX","Mumbai",2010,76477,"Diesel",8,4.25,"Mahindra",2179,120,NA,10.5,0,1
"Mercedes-Benz GLA Class 200 Sport Edition","Chennai",2016,28000,"Petrol",5,26,"Mercedes-Benz",1991,183,NA,13.7,1,1
"Mahindra Thar CRDe","Coimbatore",2017,28599,"Diesel",6,9.66,"Mahindra",2498,105,11.71,16.55,0,1
"Renault Duster 110PS Diesel RxZ","Bangalore",2013,45348,"Diesel",5,6.85,"Renault",1461,108.45,NA,19.01,0,2
"Audi Q5 2008-2012 2.0 TDI","Coimbatore",2013,80127,"Diesel",5,23.68,"Audi",1968,167.6,NA,12.8,1,1
"Land Rover Freelander 2 SE","Delhi",2013,68000,"Diesel",5,15.75,"Land",2179,147.51,NA,12.39,1,2
"Volkswagen Vento Diesel Comfortline","Pune",2012,75000,"Diesel",5,3.5,"Volkswagen",1598,103.6,NA,20.54,0,3
"BMW 5 Series 2003-2012 540i Sedan","Delhi",2006,48000,"Petrol",5,6.99,"BMW",2979,306,NA,11.62,1,2
"Hyundai Elantra CRDi SX","Coimbatore",2019,41871,"Diesel",5,15.57,"Hyundai",1582,126.2,NA,22.7,0,1
"Tata Sumo EX","Coimbatore",2015,84931,"Diesel",7,5.29,"Tata",2956,83.8,NA,15.3,0,1
"Datsun redi-GO T","Kolkata",2016,15000,"Petrol",5,2.25,"Datsun",799,53.64,3.98,22.7,0,1
"BMW X5 xDrive 30d","Chennai",2009,110000,"Diesel",5,20,"BMW",2993,245,NA,11.7,1,1
"BMW 6 Series 630i Coupe","Mumbai",2011,5900,"Petrol",4,47.5,"BMW",4395,450,NA,7.94,1,1
"Maruti Alto Vxi 1.1","Chennai",2002,103653,"Petrol",5,1.22,"Maruti",1061,47,NA,18.9,0,2
"Volkswagen Polo Petrol Comfortline 1.2L","Chennai",2012,64806,"Petrol",5,3.65,"Volkswagen",1198,73.9,NA,16.47,0,1
"Datsun GO Plus A","Pune",2016,35000,"Petrol",7,3.1,"Datsun",1198,67,NA,20.62,0,1
"Hyundai Creta 1.6 VTVT S","Bangalore",2016,40000,"Petrol",5,11.5,"Hyundai",1591,121.3,NA,15.29,0,1
"Maruti Alto K10 VXI","Kochi",2015,23876,"Petrol",5,3.46,"Maruti",998,67.1,4.09,24.07,0,1
"Hyundai Santa Fe 4X4","Coimbatore",2013,67901,"Diesel",7,8.38,"Hyundai",2199,194.3,NA,14.66,0,1
"Volkswagen Polo GT TDI","Pune",2014,68865,"Diesel",5,4.8,"Volkswagen",1598,103.6,NA,15.11,0,1
"Honda Amaze S i-Dtech","Pune",2014,71000,"Diesel",5,4.5,"Honda",1498,98.6,NA,25.8,0,2
"Maruti Esteem Vxi","Chennai",2004,95000,"Petrol",5,0.8,"Maruti",1298,NA,NA,15.9,0,1
"Maruti Swift VDI","Kolkata",2014,25000,"Diesel",5,3.95,"Maruti",1248,74,NA,22.9,0,1
"Skoda Rapid 1.6 TDI Ambition","Hyderabad",2012,180000,"Diesel",5,3.65,"Skoda",1598,103.5,NA,20.5,0,1
"Mercedes-Benz E-Class 280 CDI","Mumbai",2005,131000,"Diesel",5,10,"Mercedes-Benz",2987,198.5,NA,11,1,1
"Mahindra Scorpio SLE BSIV","Delhi",2011,65000,"Diesel",8,4,"Mahindra",2179,120,NA,12.05,0,2
"Nissan Sunny 2011-2014 Diesel XL","Hyderabad",2012,117777,"Diesel",5,4.75,"Nissan",1461,84.8,NA,21.64,0,1
"Maruti Swift Dzire VXi","Bangalore",2009,65000,"Petrol",5,3.1,"Maruti",1298,85.8,NA,17.5,0,2
"Hyundai EON Sportz","Kochi",2017,46897,"Petrol",5,3.61,"Hyundai",814,55.2,NA,21.1,0,1
"Honda Brio S MT","Coimbatore",2015,36695,"Petrol",5,4.29,"Honda",1198,86.8,NA,19.4,0,1
"Nissan Micra XV Primo","Kolkata",2011,43000,"Petrol",5,2.13,"Nissan",1198,75,NA,18.06,0,1
"Maruti Alto LXi BSII","Mumbai",2008,54000,"Petrol",5,1.1,"Maruti",796,46.3,NA,19.7,0,1
"BMW 3 Series 320d","Hyderabad",2011,89000,"Diesel",5,13.95,"BMW",1995,190,47.2,22.69,1,1
"Volkswagen Polo 1.2 MPI Highline","Mumbai",2014,7000,"Petrol",5,5.35,"Volkswagen",1198,74,NA,16.47,0,1
"Maruti Celerio LXI","Hyderabad",2014,58470,"Petrol",5,3.9,"Maruti",998,67.04,NA,23.1,0,1
"Maruti Wagon R VXI 1.2","Kolkata",2014,37000,"Petrol",5,2.8,"Maruti",1197,81.8,5.56,21.5,0,1
"Maruti Ciaz ZDi Plus","Mumbai",2016,29000,"Diesel",5,8.75,"Maruti",1248,88.5,NA,26.21,0,1
"Audi A4 2.0 TDI","Hyderabad",2013,52000,"Diesel",5,19.5,"Audi",1968,147.51,NA,16.55,1,1
"Honda Brio S MT","Kolkata",2013,32807,"Petrol",5,2.75,"Honda",1198,86.8,NA,19.4,0,1
"Mahindra Scorpio VLX 2WD AT BSIV","Hyderabad",2013,86000,"Diesel",8,8,"Mahindra",2179,120,NA,11.79,1,1
"Honda City i DTEC V","Delhi",2014,66500,"Diesel",5,5.7,"Honda",1498,98.6,NA,26,0,1
"BMW X1 sDrive20d","Ahmedabad",2012,94000,"Diesel",5,12.5,"BMW",1995,184,NA,17.05,1,1
"Chevrolet Spark 1.0 LT","Chennai",2011,29000,"Petrol",5,1.75,"Chevrolet",995,62,NA,18,0,2
"Ford Figo Diesel EXI","Chennai",2010,107389,"Diesel",5,1.9,"Ford",1399,68,NA,20,0,2
"Maruti Swift VXI BSIV","Ahmedabad",2015,36100,"Petrol",5,4.5,"Maruti",1197,81.8,NA,20.4,0,1
"Mercedes-Benz New C-Class C 220 CDI Avantgarde","Mumbai",2015,16329,"Diesel",5,30.3,"Mercedes-Benz",2143,170,NA,19.27,1,1
"Skoda Octavia Elegance 2.0 TDI AT","Hyderabad",2014,36000,"Diesel",5,16,"Skoda",1968,141,NA,19.3,1,1
"BMW X3 xDrive20d xLine","Kochi",2017,41816,"Diesel",5,32.78,"BMW",1995,190,NA,18.56,1,1
"Hyundai EON Era Plus","Jaipur",2015,54680,"Petrol",5,2.5,"Hyundai",814,55.2,NA,21.1,0,1
"Audi A4 35 TDI Technology","Hyderabad",2017,14000,"Diesel",5,43,"Audi",1968,187.74,55.61,18.25,1,1
"Ford Figo 2015-2019 1.2P Titanium MT","Kochi",2017,23977,"Petrol",5,5.38,"Ford",1196,86.8,NA,18.16,0,1
"Maruti Alto K10 2010-2014 VXI","Hyderabad",2013,30131,"Petrol",5,2.65,"Maruti",998,67.1,NA,20.92,0,1
"Maruti Alto 800 2016-2019 VXI","Hyderabad",2017,2530,"Petrol",5,3.3,"Maruti",796,47.3,NA,24.7,0,1
"Mercedes-Benz New C-Class C 220 CDI Style","Hyderabad",2015,39000,"Diesel",5,34,"Mercedes-Benz",2143,167.62,NA,19.27,1,1
"Hyundai Santro D Lite","Chennai",2001,140000,"Petrol",5,0.7,"Hyundai",1086,68,4.55,20.3,0,3
"Hyundai Xcent 1.1 CRDi S","Kochi",2017,32257,"Diesel",5,6.83,"Hyundai",1120,71,NA,24.4,0,1
"Honda Amaze S i-Dtech","Kochi",2016,46983,"Diesel",5,5.77,"Honda",1498,98.6,NA,25.8,0,1
"Maruti Swift Vdi BSIII","Chennai",2008,107000,"Diesel",5,3.1,"Maruti",1248,75,NA,17.8,0,2
"Volkswagen Polo 1.2 MPI Comfortline","Mumbai",2017,19000,"Petrol",5,4.95,"Volkswagen",1199,74,NA,16.2,0,1
"Audi A4 2.0 TDI 177 Bhp Premium Plus","Bangalore",2013,88000,"Diesel",5,16.25,"Audi",1968,174.33,NA,17.11,1,1
"Land Rover Range Rover 3.6 TDV8 Vogue SE","Coimbatore",2012,84384,"Diesel",7,52.54,"Land",4367,308,NA,10.2,1,1
"Mahindra XUV500 W8 2WD","Chennai",2011,128000,"Diesel",7,6.4,"Mahindra",2179,140,NA,16,0,3
"Ford Endeavour 2.5L 4X2","Bangalore",2011,71000,"Diesel",7,6.95,"Ford",2499,141,NA,13.1,0,3
"Tata Indica V2 DLX","Kolkata",2008,50000,"Diesel",5,0.85,"Tata",1396,53.5,NA,17.2,0,1
"Maruti Baleno Alpha","Chennai",2016,16000,"Petrol",5,6.95,"Maruti",1197,83.1,8.8,21.4,0,1
"Hyundai Xcent 1.1 CRDi Base","Kolkata",2017,82000,"Diesel",5,3.45,"Hyundai",1120,71,NA,24.4,0,1
"Honda Civic 2006-2010 1.8 S MT","Delhi",2008,80000,"Petrol",5,2.75,"Honda",1799,130,NA,13.5,0,1
"Hyundai i20 Sportz Option 1.2","Delhi",2015,36000,"Petrol",5,4.95,"Hyundai",1197,81.83,NA,18.6,0,2
"Tata Nexon 1.2 Revotron XZ Plus","Coimbatore",2018,17477,"Petrol",5,9.62,"Tata",1198,108.5,11.13,17,0,1
"Hyundai i20 Sportz 1.2","Coimbatore",2016,16725,"Petrol",5,6.79,"Hyundai",1197,81.83,NA,18.6,0,1
"Maruti Swift Dzire ZXI","Mumbai",2014,48241,"Petrol",5,4.5,"Maruti",1197,85.8,NA,19.1,0,1
"Maruti Wagon R LXI","Kochi",2014,52431,"Petrol",5,3.01,"Maruti",998,67.04,4.59,22.5,0,1
"Hyundai i20 Sportz 1.4 CRDi","Bangalore",2012,68000,"Diesel",5,4.4,"Hyundai",1396,88.76,NA,21.9,0,1
"Toyota Fortuner 4x2 AT","Hyderabad",2012,158000,"Diesel",7,17.49,"Toyota",2982,168.5,NA,12.55,1,1
